aircraft_type,country,type_of_travellers,route,seat_types,seat_comfort,cabin_staff_service,ground_service,food_beverages,wifi_connectivity,inflight_entertainment,value_for_money,recommended
Boeing 777-200,United Kingdom,Couple Leisure,LHR to LAX,Business Class,3.0,3.0,5.0,2.0,0.0,4.0,3.0,no
Boeing 777-300,Germany,Business,LHR to EZE,Business Class,1.0,1.0,3.0,3.0,1.0,1.0,3.0,no
Boeing 777,United Kingdom,Family Leisure,Gatwick to Orlando,Economy Class,3.0,5.0,1.0,2.0,1.0,3.0,3.0,no
A320,New Zealand,Solo Leisure,Rome to Heathrow,Economy Class,5.0,4.0,5.0,2.0,0.0,0.0,2.0,no
A320/319,United Kingdom,Solo Leisure,Gatwick to Venice,Economy Class,4.0,5.0,5.0,4.0,0.0,0.0,5.0,yes
Boeing 777,United Kingdom,Couple Leisure,London to Luanda,Business Class,1.0,4.0,4.0,3.0,0.0,3.0,3.0,no
Boeing 747-400,United Kingdom,Family Leisure,Denver to Heathrow,Economy Class,4.0,2.0,2.0,1.0,0.0,1.0,2.0,no
Boeing 777-200,Thailand,Business,BKK to LHR,Business Class,1.0,2.0,4.0,2.0,0.0,1.0,3.0,no
Boeing 777-300,Australia,Couple Leisure,London to Sydney,First Class,4.0,5.0,5.0,4.0,0.0,4.0,5.0,yes
Boeing 747-400,United Kingdom,Couple Leisure,LHR to CPT,First Class,5.0,5.0,4.0,4.0,0.0,4.0,4.0,yes
Boeing 777,United Kingdom,Couple Leisure,London to Kuala Lumpur,Business Class,4.0,4.0,5.0,2.0,0.0,3.0,3.0,no
Boeing 747-400,France,Business,NCE to LAS via LHR,Premium Economy,4.0,3.0,4.0,2.0,0.0,2.0,4.0,yes
Boeing 777,Singapore,Solo Leisure,Singapore to Sydney,First Class,4.0,5.0,4.0,4.0,0.0,4.0,5.0,yes
A320 / A380,Sweden,Family Leisure,GOT to LAX via LHR,Economy Class,4.0,5.0,4.0,0.0,0.0,4.0,5.0,yes
A320,United Kingdom,Business,Istanbul to London,Business Class,1.0,3.0,1.0,1.0,0.0,1.0,1.0,no
A319 / Boeing 777-300,Switzerland,Solo Leisure,GVA to PEK via LHR,Economy Class,4.0,5.0,2.0,5.0,0.0,5.0,5.0,yes
Boeing 777,United States,Couple Leisure,LHR to NBO,Business Class,5.0,5.0,5.0,4.0,0.0,4.0,5.0,yes
Boeing 777,United Arab Emirates,Business,SEA to AUH via LHR,First Class,3.0,2.0,3.0,3.0,0.0,2.0,3.0,no
Boeing 787,United Kingdom,Solo Leisure,Newark to Heathrow,Premium Economy,1.0,3.0,2.0,4.0,0.0,0.0,2.0,no
Boeing 747-400,United Kingdom,Family Leisure,Heathrow to Las Vegas,Economy Class,3.0,5.0,4.0,4.0,1.0,3.0,3.0,yes
A320,United States,Solo Leisure,Lisbon to London,Economy Class,4.0,5.0,4.0,5.0,0.0,0.0,5.0,yes
Boeing 777,United States,Solo Leisure,PHL to ATH via LHR,Business Class,3.0,1.0,4.0,1.0,0.0,0.0,2.0,no
Boeing 777,Singapore,Business,SIN to LHR,Business Class,3.0,1.0,1.0,1.0,1.0,3.0,3.0,no
A380,Israel,Couple Leisure,MIA to LHR,Business Class,4.0,5.0,2.0,3.0,1.0,4.0,3.0,no
Boeing 747-400,United Kingdom,Solo Leisure,SFO to LHR,Economy Class,3.0,3.0,5.0,3.0,0.0,2.0,5.0,yes
Boeing 777-200,United Kingdom,Couple Leisure,London Heathrow to Bangkok,Premium Economy,2.0,2.0,2.0,3.0,2.0,1.0,1.0,no
A380,United Kingdom,Solo Leisure,SFO to LHR,Premium Economy,4.0,4.0,4.0,4.0,0.0,4.0,4.0,yes
A321,Italy,Business,London Heathrow to Milan Malpensa,Economy Class,4.0,5.0,4.0,5.0,0.0,0.0,3.0,yes
Boeing 787-800,United Kingdom,Solo Leisure,LHR to Chengdu,Business Class,4.0,1.0,2.0,2.0,0.0,4.0,3.0,yes
Boeing 777-300ER,United Kingdom,Business,Tokyo Narita to LHR,Business Class,4.0,3.0,4.0,2.0,0.0,3.0,4.0,yes
Boeing 777-300ER,United Kingdom,Business,LHR to Tokyo Narita,First Class,5.0,5.0,4.0,5.0,0.0,5.0,5.0,yes
Boeing 747- 400,United Kingdom,Couple Leisure,MAN to LAS via LHR,Economy Class,1.0,4.0,1.0,3.0,0.0,2.0,2.0,no
Boeing 777,United Kingdom,Solo Leisure,Heathrow (London) to JFK (New York City),Premium Economy,4.0,3.0,3.0,4.0,0.0,3.0,4.0,yes
A380,United Kingdom,Solo Leisure,LHR to SFO,Economy Class,5.0,4.0,5.0,4.0,0.0,4.0,4.0,yes
Boeing 787,United Kingdom,Couple Leisure,London to Chennai,Economy Class,5.0,5.0,4.0,5.0,5.0,5.0,5.0,yes
Boeing 747-400,United Kingdom,Business,London to Phoenix,Premium Economy,4.0,5.0,3.0,4.0,0.0,3.0,4.0,yes
Boeing 747-400,United Kingdom,Couple Leisure,SFO to LHR,Premium Economy,2.0,4.0,2.0,2.0,0.0,2.0,1.0,no
Boeing 777,United Kingdom,Couple Leisure,Orlando to London,Economy Class,2.0,1.0,4.0,2.0,0.0,2.0,3.0,no
B0eing 747-400,Australia,Business,London to Cape Town,Economy Class,1.0,2.0,4.0,3.0,0.0,2.0,1.0,no
Boeing 777-200,United Kingdom,Business,Heathrow to Haneda,Business Class,2.0,5.0,2.0,4.0,0.0,2.0,3.0,no
A319,Switzerland,Solo Leisure,LHR to GVA,Economy Class,4.0,4.0,1.0,2.0,0.0,0.0,4.0,yes
A320,United Kingdom,Solo Leisure,LHR to AMS,Business Class,3.0,4.0,4.0,2.0,0.0,2.0,2.0,no
Boeing 777,Australia,Couple Leisure,LHR to SYD via SIN,Premium Economy,4.0,4.0,3.0,4.0,0.0,4.0,4.0,yes
Boeing 777-200,Australia,Couple Leisure,SYD to LHR via SIN,Business Class,1.0,4.0,4.0,3.0,0.0,4.0,2.0,no
A380,United Kingdom,Couple Leisure,LHR to JNB,Premium Economy,5.0,5.0,4.0,4.0,0.0,5.0,3.0,yes
A319,United Kingdom,Couple Leisure,Pisa to London Gatwick,Business Class,2.0,4.0,2.0,2.0,0.0,0.0,2.0,no
A380 / Boeing 777,Australia,Family Leisure,LHR to SYD via SIN,Business Class,4.0,2.0,1.0,2.0,0.0,2.0,1.0,no
Boeing 777-200,United Kingdom,Business,Antigua to Gatwick,Economy Class,1.0,2.0,4.0,1.0,0.0,2.0,2.0,no
A380,United Kingdom,Couple Leisure,London to Los Angeles,Business Class,4.0,5.0,4.0,5.0,0.0,4.0,4.0,yes
Boeing 747-400,Singapore,Business,LHR to SIN,Business Class,3.0,2.0,1.0,2.0,0.0,1.0,1.0,no
A320,United Kingdom,Business,Athens to London,Business Class,1.0,2.0,1.0,2.0,0.0,0.0,1.0,no
Boeing 777,United Kingdom,Couple Leisure,SAN to LHR,Business Class,4.0,5.0,4.0,3.0,0.0,4.0,4.0,yes
Boeing 777-200,United Kingdom,Family Leisure,Gatwick to Las Vegas,Premium Economy,4.0,3.0,3.0,3.0,0.0,4.0,3.0,yes
Boeing 747,United Kingdom,Business,Vancouver to London,Premium Economy,3.0,1.0,4.0,2.0,0.0,1.0,2.0,no
A320,United Kingdom,Couple Leisure,LHR to MAD,Economy Class,4.0,3.0,5.0,3.0,0.0,0.0,5.0,yes
A319,United Kingdom,Solo Leisure,Bologna to Heathrow,Economy Class,2.0,3.0,3.0,2.0,0.0,0.0,4.0,no
Boeing 747 400,United Kingdom,Couple Leisure,LAS to LHR,Economy Class,3.0,3.0,3.0,2.0,0.0,0.0,3.0,no
A320,United Kingdom,Couple Leisure,Gatwick to Pisa,Business Class,2.0,2.0,4.0,3.0,0.0,0.0,3.0,no
A319,United Kingdom,Couple Leisure,Gatwick to Bari,Business Class,4.0,5.0,5.0,4.0,0.0,0.0,5.0,yes
Boeing 777,United States,Solo Leisure,LHR to SAN,Business Class,4.0,2.0,2.0,1.0,0.0,2.0,1.0,no
A319,United Kingdom,Solo Leisure,London to Rome,Economy Class,3.0,4.0,3.0,3.0,0.0,0.0,3.0,yes
767-300,United Kingdom,Family Leisure,LHR to ARN,First Class,4.0,4.0,3.0,3.0,0.0,0.0,3.0,yes
Boeing 777-200,Israel,Couple Leisure,TLV to SAN via LHR,Economy Class,3.0,3.0,1.0,4.0,0.0,2.0,1.0,no
A319/A321,United Kingdom,Couple Leisure,LHR to AMS,Economy Class,4.0,5.0,4.0,2.0,0.0,0.0,4.0,yes
Boeing 777-200,United Kingdom,Business,Heathrow to Bahrain,Economy Class,2.0,3.0,3.0,1.0,2.0,2.0,3.0,no
A380,Spain,Business,LHR to SIN,Business Class,4.0,4.0,4.0,4.0,0.0,4.0,5.0,yes
Boeing 777-200,United Kingdom,Family Leisure,LHR to KUL,Economy Class,2.0,4.0,5.0,3.0,0.0,3.0,4.0,yes
A320,Finland,Solo Leisure,HEL to JNB via LHR,Economy Class,1.0,4.0,1.0,0.0,0.0,0.0,1.0,no
Boeing 777-200,Netherlands,Solo Leisure,London to Bangkok,Economy Class,4.0,4.0,3.0,3.0,0.0,3.0,3.0,yes
Boeing 777-200,United Kingdom,Couple Leisure,GLA to BKK via LHR,Premium Economy,3.0,4.0,4.0,4.0,1.0,2.0,3.0,yes
A320,United Kingdom,Couple Leisure,Fuereventura to LGW,Business Class,4.0,5.0,4.0,5.0,0.0,0.0,5.0,yes
Boeing 747-400,United Kingdom,Couple Leisure,DUB to LAS via LHR,Economy Class,1.0,2.0,3.0,2.0,0.0,2.0,3.0,yes
Boeing 747,United Kingdom,Family Leisure,Jersey to MIA via London,Economy Class,1.0,4.0,3.0,1.0,0.0,1.0,3.0,no
Boeing 747-400,Ireland,Couple Leisure,London to Johannesburg,Economy Class,1.0,3.0,1.0,1.0,0.0,2.0,1.0,no
A320,Austria,Business,VIE to LHR,Economy Class,4.0,4.0,5.0,4.0,0.0,0.0,4.0,yes
Boeing 747-400,United States,Family Leisure,Phoenix to Heathrow,Economy Class,1.0,2.0,2.0,1.0,2.0,1.0,1.0,no
A320,United Kingdom,Solo Leisure,LGW to SSH ,Business Class,3.0,5.0,5.0,4.0,0.0,0.0,3.0,yes
A320,United Kingdom,Solo Leisure,SSH to LGW,Business Class,1.0,5.0,1.0,4.0,0.0,0.0,3.0,yes
A320,United Kingdom,Family Leisure,LHR to GIB,Economy Class,4.0,5.0,3.0,1.0,0.0,0.0,4.0,yes
Boeing 747-400,Canada,Business,LHR to DXB,Business Class,4.0,3.0,4.0,5.0,0.0,3.0,3.0,yes
A320,Sweden,Business,Stockholm to London,Business Class,2.0,3.0,5.0,4.0,0.0,0.0,3.0,yes
Boeing 777,Australia,Couple Leisure,SYD to SIN,Business Class,4.0,4.0,4.0,4.0,0.0,4.0,5.0,yes
Boeing 777,United Kingdom,Business,HND to LHR,Business Class,2.0,2.0,3.0,1.0,0.0,2.0,2.0,no
Boeing 747-400,Canada,Solo Leisure,Vancouver to London,Business Class,3.0,4.0,4.0,3.0,0.0,1.0,2.0,no
A320,United Kingdom,Solo Leisure,Barcelona to London Heathrow,Economy Class,4.0,4.0,4.0,3.0,0.0,0.0,5.0,yes
Boeing 777,United States,Solo Leisure,LHR to IAD,Premium Economy,5.0,5.0,5.0,5.0,0.0,5.0,5.0,yes
A320,United Kingdom,Couple Leisure,LHR to Bologna,Business Class,1.0,5.0,3.0,3.0,0.0,0.0,1.0,no
Boeing 767,United Kingdom,Couple Leisure,LCA to LHR,Economy Class,1.0,4.0,1.0,2.0,0.0,1.0,2.0,no
A320,Netherlands,Couple Leisure,AMS to LHR,Economy Class,5.0,3.0,4.0,3.0,0.0,0.0,5.0,yes
Boeing 747-400,Netherlands,Couple Leisure,LHR to MIA,Economy Class,3.0,5.0,4.0,5.0,0.0,4.0,4.0,yes
A320,United Kingdom,Solo Leisure,LHR to CPH,Economy Class,1.0,2.0,4.0,1.0,0.0,0.0,2.0,no
A318,United Kingdom,Business,LCY to JFK via SNN,Business Class,5.0,5.0,5.0,5.0,0.0,3.0,4.0,yes
A320,United Kingdom,Couple Leisure,LHR to BUD,Economy Class,5.0,5.0,5.0,3.0,0.0,0.0,5.0,yes
Boeing 737,Australia,Business,Gatwick to Naples,Business Class,1.0,5.0,3.0,2.0,0.0,1.0,1.0,no
A320,United Kingdom,Couple Leisure,LHR to KGS,Business Class,2.0,2.0,2.0,2.0,0.0,0.0,2.0,no
Boeing 747-400,United Kingdom,Couple Leisure,Boston to London,First Class,2.0,5.0,2.0,2.0,1.0,1.0,1.0,no
A320,United Kingdom,Solo Leisure,LHR to OSL,Economy Class,4.0,3.0,5.0,4.0,0.0,0.0,4.0,yes
Embraer E190,United Kingdom,Family Leisure,LCY to Granada,Business Class,1.0,4.0,1.0,1.0,0.0,0.0,1.0,no
Boeing 777-200ER,United Kingdom,Solo Leisure,St Lucia to LGW,Business Class,5.0,5.0,5.0,5.0,0.0,5.0,4.0,yes
Boeing 747-400,United Kingdom,Couple Leisure,LHR to PHX,Premium Economy,4.0,5.0,4.0,3.0,0.0,2.0,5.0,no
Boeing 747-400,United Kingdom,Couple Leisure,Heathrow to Vancouver,Economy Class,2.0,2.0,3.0,1.0,0.0,1.0,3.0,no
Boeing 747-400,United Kingdom,Couple Leisure,Glasgow to Cape Town via LHR,Economy Class,1.0,3.0,3.0,2.0,0.0,1.0,3.0,no
Boeing 747 / 777 / A380,United Arab Emirates,Solo Leisure,DXB to IAD via LHR,Business Class,1.0,2.0,3.0,1.0,1.0,1.0,2.0,no
Boeing 777,Canada,Solo Leisure,YYZ to LHR,Premium Economy,3.0,5.0,4.0,5.0,0.0,3.0,5.0,yes
Boeing 747-400,Canada,Solo Leisure,LHR to MIA,Premium Economy,5.0,5.0,5.0,5.0,0.0,3.0,5.0,yes
Boeing 767,United Kingdom,Couple Leisure,Madrid to Heathrow,Economy Class,5.0,5.0,5.0,4.0,0.0,0.0,5.0,yes
Boeing 777-200,United Kingdom,Couple Leisure,Gatwick to Mauritius,Economy Class,1.0,4.0,3.0,2.0,0.0,2.0,2.0,no
Boeing 777-200,United Kingdom,Couple Leisure,Moscow to Heathrow,Economy Class,3.0,4.0,3.0,3.0,0.0,3.0,3.0,yes
A319,United Kingdom,Couple Leisure,London to St Petersburgh,Economy Class,3.0,4.0,3.0,4.0,0.0,0.0,4.0,yes
A380,United Kingdom,Couple Leisure,Los Angeles to London,Business Class,3.0,4.0,4.0,4.0,0.0,4.0,3.0,yes
A319,United Kingdom,Couple Leisure,London Heathrow to Basel,Business Class,1.0,4.0,1.0,2.0,0.0,0.0,2.0,no
A320,United Kingdom,Business,London Heathrow to Rome FCO,Business Class,5.0,5.0,1.0,5.0,0.0,0.0,1.0,no
Boeing 777,Spain,Solo Leisure,LHR to BKK,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Boeing 777,Spain,Couple Leisure,London to Tokyo,First Class,4.0,2.0,1.0,1.0,0.0,2.0,1.0,no
Boeing 777-300,United Kingdom,Family Leisure,GIG to LHR,Economy Class,1.0,1.0,1.0,3.0,1.0,2.0,1.0,no
A319,United Kingdom,Solo Leisure,London Heathrow to Venice,Business Class,4.0,4.0,4.0,4.0,0.0,0.0,5.0,yes
A321,South Africa,Solo Leisure,London to Paris,Economy Class,3.0,3.0,2.0,3.0,0.0,0.0,3.0,yes
Boeing 777-200,United Kingdom,Couple Leisure,Heathrow to Bangkok,Economy Class,2.0,3.0,4.0,4.0,0.0,1.0,3.0,no
Boeing 747-400,United Kingdom,Family Leisure,Las Vegas to London Heathrow,Economy Class,1.0,1.0,3.0,1.0,0.0,2.0,1.0,no
A320,United Kingdom,Business,Athens to London,Business Class,1.0,3.0,2.0,2.0,0.0,2.0,1.0,no
Boeing 777,United Kingdom,Solo Leisure,JFK to Manchester via LHR,Economy Class,1.0,1.0,1.0,1.0,0.0,1.0,2.0,no
A319,United Kingdom,Couple Leisure,Gatwick to Barcelona,Economy Class,4.0,5.0,4.0,5.0,0.0,0.0,5.0,yes
Boeing 777,United Kingdom,Business,Dubai to LHR,First Class,3.0,5.0,4.0,4.0,3.0,3.0,3.0,no
Boeing 747-400,United Kingdom,Business,LHR to PEK,Business Class,1.0,1.0,1.0,1.0,0.0,1.0,1.0,no
Boeing 747-400,United Kingdom,Business,London to New York JFK,Business Class,2.0,3.0,3.0,2.0,0.0,2.0,2.0,no
Boeing 777-200,United Kingdom,Couple Leisure,Glasgow to New York via LHR,Business Class,3.0,4.0,4.0,4.0,0.0,4.0,2.0,no
A380,United Kingdom,Couple Leisure,Heathrow to Johannesburg,Business Class,5.0,4.0,4.0,5.0,5.0,3.0,3.0,yes
A320,United Kingdom,Couple Leisure,LHR to ARN,Business Class,3.0,4.0,3.0,3.0,0.0,0.0,3.0,yes
Boeing 747-400,United Kingdom,Business,London to Dubai,First Class,1.0,5.0,2.0,4.0,2.0,3.0,2.0,no
A321,United Kingdom,Business,London to Brussels,Business Class,2.0,4.0,3.0,3.0,1.0,1.0,3.0,yes
A380,United Kingdom,Couple Leisure,LAX to LHR,Business Class,3.0,1.0,2.0,0.0,0.0,2.0,2.0,no
Boeing 747-400,Germany,Family Leisure,Denver to London,Economy Class,1.0,1.0,1.0,1.0,0.0,1.0,1.0,no
Boeing 747-400,United Kingdom,Family Leisure,LHR to JFK,Economy Class,1.0,2.0,3.0,0.0,1.0,1.0,2.0,no
Boeing 767,Australia,Couple Leisure,Calgary to London,Economy Class,5.0,5.0,4.0,2.0,0.0,2.0,4.0,yes
A320,United Kingdom,Solo Leisure,MXP to LHR,Economy Class,5.0,5.0,5.0,5.0,0.0,4.0,5.0,yes
Boeing 777,Canada,Couple Leisure,Toronto to London Heathrow,Business Class,3.0,2.0,3.0,2.0,2.0,2.0,2.0,no
A320,United Kingdom,Solo Leisure,Lyon to London Heathrow,Economy Class,2.0,1.0,1.0,2.0,0.0,0.0,3.0,no
A320,United Kingdom,Family Leisure,Gatwick to Marrakech,Economy Class,4.0,2.0,5.0,3.0,0.0,0.0,5.0,yes
A319,United Kingdom,Business,London to Geneva,Economy Class,2.0,4.0,3.0,3.0,3.0,0.0,3.0,no
Boeing 747-400,United Kingdom,Business,LHR to PHX,Economy Class,1.0,2.0,3.0,1.0,0.0,1.0,1.0,no
Boeing 747,United Kingdom,Family Leisure,Manchester to Boston via Heathrow,Economy Class,1.0,4.0,1.0,1.0,0.0,1.0,1.0,no
Boeing 767,United Kingdom,Business,LCA to LHR,Business Class,3.0,5.0,4.0,4.0,0.0,0.0,4.0,yes
A319,United Kingdom,Business,Heathrow to Aberdeen,Economy Class,2.0,2.0,1.0,2.0,1.0,0.0,1.0,no
Boeing 777-300,Australia,Couple Leisure,London to Kuala lumpur,Business Class,3.0,2.0,2.0,2.0,0.0,1.0,3.0,no
A321,Denmark,Couple Leisure,LHR to CPH,Business Class,4.0,3.0,3.0,3.0,0.0,0.0,4.0,no
A319/A320,United Kingdom,Solo Leisure,GLA to PRG via LHR,Economy Class,4.0,3.0,5.0,3.0,0.0,0.0,5.0,yes
Boeing 737-400,United Kingdom,Couple Leisure,Gatwick to Genoa,Economy Class,1.0,2.0,3.0,1.0,0.0,0.0,1.0,no
A319,Canada,Couple Leisure,London Heathrow to Toulouse,Economy Class,1.0,4.0,4.0,2.0,0.0,0.0,2.0,no
A319,United Kingdom,Couple Leisure,LHR to DUB,Economy Class,5.0,5.0,5.0,5.0,0.0,0.0,5.0,yes
A320,United Kingdom,Solo Leisure,Berlin to London Heathrow,Economy Class,3.0,1.0,1.0,2.0,0.0,0.0,2.0,no
A380,United States,Business,LHR to IAD,First Class,4.0,5.0,3.0,4.0,0.0,4.0,5.0,yes
Boeing 777-236,United States,Business,DOH to LHR via BAH,Business Class,4.0,4.0,1.0,2.0,0.0,3.0,3.0,yes
Boeing 747-400,United Kingdom,Family Leisure,LHR to CPT,Economy Class,3.0,4.0,5.0,4.0,0.0,4.0,4.0,yes
A319,United Kingdom,Solo Leisure,Bari to London Gatwick,Business Class,4.0,5.0,3.0,5.0,0.0,0.0,4.0,yes
A319,Australia,Couple Leisure,London Heathrow to Düsseldorf,Economy Class,4.0,4.0,4.0,3.0,0.0,0.0,4.0,yes
A380,Ghana,Business,Johannesburg to London Heathrow,Business Class,1.0,1.0,1.0,0.0,0.0,0.0,1.0,no
A380,United States,Family Leisure,SFO to LHR,Economy Class,2.0,1.0,3.0,1.0,0.0,4.0,1.0,no
A320,United Kingdom,Family Leisure,Amsterdam to London Heathrow,Economy Class,4.0,5.0,4.0,5.0,0.0,0.0,5.0,yes
A320,Canada,Family Leisure,Marseille to London Heathrow,Business Class,5.0,5.0,5.0,5.0,0.0,0.0,5.0,yes
Boeing 777 / A320,Belgium,Couple Leisure,MIA to BRU via LHR,Business Class,4.0,5.0,5.0,5.0,5.0,5.0,5.0,yes
Boeing 747-300,Saudi Arabia,Couple Leisure,RUH to NCL via LHR,Economy Class,2.0,3.0,1.0,2.0,0.0,0.0,1.0,no
Boeing 777,United States,Couple Leisure,PHL to TXL via LHR,First Class,2.0,3.0,1.0,1.0,0.0,2.0,1.0,no
Boeing 747,United States,Family Leisure,Hyderabad to Phoenix via LHR,Economy Class,1.0,3.0,1.0,3.0,0.0,1.0,1.0,no
Boeing 777,United Kingdom,Couple Leisure,Washington Dulles to Heathrow,Business Class,3.0,5.0,3.0,3.0,0.0,3.0,3.0,yes
Boeing 767,Italy,Couple Leisure,London to Nassau,Business Class,1.0,3.0,3.0,2.0,0.0,3.0,1.0,no
Boeing 747,United Kingdom,Family Leisure,LHR to LAS,Business Class,5.0,5.0,5.0,5.0,0.0,5.0,5.0,yes
Boeing 747-400,United States,Family Leisure,Boston to London,Economy Class,5.0,5.0,5.0,5.0,0.0,5.0,4.0,yes
Boeing 777,Australia,Solo Leisure,London to Sydney via Singapore,Business Class,1.0,4.0,3.0,2.0,0.0,3.0,2.0,no
Boeing 777,Australia,Solo Leisure,Sydney to London via Singapore,First Class,1.0,1.0,1.0,0.0,0.0,0.0,1.0,no
A319,United Kingdom,Solo Leisure,Glasgow to London Gatwick,Economy Class,4.0,5.0,5.0,4.0,0.0,0.0,5.0,yes
Boeing 767,United Kingdom,Couple Leisure,LHR to IST,Business Class,4.0,5.0,5.0,5.0,0.0,4.0,5.0,yes
A319/A321,United Kingdom,Solo Leisure,GLA to DME via LGW / LHR,Economy Class,4.0,3.0,2.0,2.0,0.0,2.0,5.0,yes
Boeing 747-400 / A321,United Kingdom,Solo Leisure,DME to GLA via LHR,Economy Class,4.0,3.0,3.0,5.0,0.0,3.0,5.0,yes
Boeing 747-400,United Kingdom,Business,Beijing to London Heathrow,Business Class,2.0,2.0,2.0,2.0,0.0,3.0,1.0,no
Boeing 767,United Kingdom,Solo Leisure,London to Larnaca,Economy Class,4.0,4.0,4.0,4.0,0.0,2.0,3.0,yes
A319,United Kingdom,Solo Leisure,Dublin to LHR,Economy Class,4.0,5.0,4.0,4.0,0.0,3.0,4.0,yes
Boeing 777,Australia,Couple Leisure,Sydney to Lisbon via LHR,Economy Class,1.0,1.0,1.0,1.0,0.0,2.0,1.0,no
Boeing 747-400,United Kingdom,Business,LHR to DXB,Economy Class,1.0,2.0,2.0,2.0,0.0,1.0,1.0,no
Boeing 747 400,South Africa,Couple Leisure,Cape Town to London,Economy Class,2.0,3.0,3.0,2.0,0.0,3.0,3.0,yes
Boeing 747 400,South Africa,Couple Leisure,London to Cape Town,Economy Class,2.0,4.0,3.0,3.0,0.0,2.0,3.0,yes
Boeing 777,United Kingdom,Business,Chicago to London,First Class,2.0,4.0,1.0,0.0,0.0,0.0,1.0,no
Boeing 777,United Kingdom,Family Leisure,Washington Dulles to LHR,Economy Class,1.0,2.0,2.0,1.0,0.0,1.0,1.0,no
A319,Switzerland,Solo Leisure,LHR to ZRH,Business Class,1.0,3.0,3.0,2.0,0.0,1.0,1.0,no
Boeing 777,United Kingdom,Business,Tokyo Narita to London,Business Class,2.0,1.0,2.0,1.0,0.0,3.0,2.0,no
Boeing 777-300,Australia,Couple Leisure,London to Sydney via Singapore,Economy Class,1.0,4.0,2.0,4.0,1.0,3.0,1.0,no
A319 / A320,United Kingdom,Business,Heathrow to Vienna,Economy Class,4.0,2.0,3.0,2.0,0.0,0.0,2.0,no
Boeing 747-400,South Africa,Business,Cape Town to London,Business Class,2.0,1.0,5.0,2.0,0.0,2.0,1.0,no
Boeing 747 and A320,Switzerland,Family Leisure,San Francisco to Zurich via LHR,Economy Class,4.0,3.0,4.0,3.0,1.0,4.0,4.0,yes
Boeing 747-400,United Kingdom,Solo Leisure,Vancouver to Heathrow,First Class,4.0,1.0,2.0,3.0,0.0,1.0,1.0,no
Boeing 747,United Arab Emirates,Business,New York to Dublin via Heathrow,First Class,2.0,3.0,1.0,2.0,0.0,1.0,1.0,no
A321,United Kingdom,Business,MAN-LHR ,Economy Class,4.0,5.0,4.0,5.0,0.0,0.0,5.0,yes
Boeing 777,United Kingdom,Business,London Heathrow to Tokyo,Business Class,1.0,2.0,3.0,4.0,0.0,4.0,4.0,no
Boeing 767,United Kingdom,Business,Istambul to London Heathrow,Business Class,5.0,5.0,5.0,5.0,0.0,3.0,5.0,yes
Boeing 767,United Kingdom,Business,London Heathrow to Istanbul,Business Class,5.0,5.0,5.0,5.0,0.0,3.0,5.0,yes
A318,United Kingdom,Business,London to Faro,Business Class,1.0,1.0,2.0,2.0,1.0,1.0,1.0,no
A319,United Kingdom,Solo Leisure,Bari to Gatwick,Economy Class,4.0,1.0,3.0,4.0,0.0,0.0,3.0,yes
Boeing 777,United States,Couple Leisure,Orlando to London,Business Class,5.0,5.0,5.0,4.0,0.0,4.0,5.0,yes
A319,United Kingdom,Business,London to Newcastle,Economy Class,1.0,3.0,4.0,2.0,0.0,0.0,2.0,no
A320,United Kingdom,Business,LHR to VIE return,Economy Class,3.0,2.0,2.0,2.0,0.0,0.0,3.0,no
Boeing 777-200,United Kingdom,Couple Leisure,LHR-BOM,Economy Class,4.0,1.0,3.0,1.0,0.0,5.0,3.0,no
Boeing 777-300,Singapore,Solo Leisure,London to Singapire,Economy Class,2.0,3.0,4.0,3.0,0.0,4.0,4.0,no
Boeing 777-200,United Kingdom,Family Leisure,London to Kuala Lumpur,Economy Class,4.0,4.0,4.0,4.0,0.0,3.0,4.0,yes
Boeing 777-200,United States,Solo Leisure,ATL to LHR,Economy Class,4.0,2.0,3.0,3.0,0.0,4.0,3.0,yes
Boeing 767/Airbus A320,United States,Solo Leisure,London Heathrow to Athens,Premium Economy,4.0,2.0,3.0,4.0,0.0,3.0,3.0,yes
Boeing 777,United States,Couple Leisure,Orlando to London,Business Class,5.0,5.0,5.0,4.0,0.0,4.0,5.0,yes
Boeing 777,Australia,Business,Singapore to Sydney,Business Class,2.0,1.0,3.0,1.0,0.0,2.0,2.0,no
Boeing 777-200,United Kingdom,Couple Leisure,LHR to KUL,Business Class,4.0,5.0,4.0,3.0,0.0,4.0,5.0,yes
Boeing 747-400,United Kingdom,Solo Leisure,London Heathrow to Bangkok,Economy Class,1.0,2.0,1.0,3.0,0.0,1.0,1.0,no
Boeing 747-400,United Kingdom,Solo Leisure,London Heathrow to Chicago O'Hare,Business Class,5.0,5.0,5.0,5.0,0.0,3.0,5.0,yes
Boeing 747-400,United Kingdom,Solo Leisure,ORD to LHR,First Class,5.0,5.0,5.0,5.0,0.0,3.0,5.0,yes
Boeing 747,United States,Solo Leisure,Vancouver Canada to London,Business Class,2.0,3.0,3.0,1.0,0.0,1.0,2.0,no
A321 / Boeing 747-400,United States,Solo Leisure,CAI to JFK via LHR,Economy Class,1.0,5.0,5.0,3.0,0.0,4.0,2.0,no
Boeing 747- 400,United Kingdom,Family Leisure,LHR to JNB,Economy Class,3.0,5.0,4.0,4.0,0.0,3.0,5.0,yes
